SeniorCitizen,has_security_service,has_streaming_service,is_month_to_month,is_long_term_customer,tenure,MonthlyCharges,TotalCharges,total_services,average_monthly_revenue,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure_group
0,0,1,1,0,6,91.1,455.3,3,75.88333333333334,Female,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0-12
1,0,1,1,0,2,79.75,159.4,2,79.7,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0-12
0,1,1,0,1,50,103.05,5153.5,5,103.07,Female,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,49-72
0,1,0,1,1,41,80.25,3439.0,3,83.8780487804878,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,25-48
0,1,1,0,1,68,86.5,5882.75,7,86.51102941176471,Male,No,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),49-72
0,0,1,1,0,22,80.0,1706.45,2,77.56590909090909,Female,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),13-24
0,1,1,0,1,51,106.8,5498.8,6,107.81960784313726,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),49-72
0,1,1,0,1,30,68.95,2038.7,5,67.95666666666666,Female,No,No,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),25-48
0,1,1,0,1,40,89.6,3488.15,4,87.20375,Male,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),25-48
0,1,1,0,1,65,99.35,6347.55,6,97.65461538461538,Male,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,49-72
1,0,0,0,1,68,19.5,1193.55,1,17.55220588235294,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),49-72
0,1,1,1,0,10,59.65,638.95,3,63.895,Male,No,No,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,0-12
0,1,1,0,1,64,94.6,5948.7,5,92.9484375,Female,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),49-72
0,1,1,0,1,58,106.45,6145.85,6,105.96293103448276,Female,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,49-72
0,0,0,0,0,15,19.5,239.75,1,15.983333333333333,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,13-24
0,1,1,0,1,71,106.75,7283.25,7,102.58098591549296,Female,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),49-72
0,1,1,1,0,4,98.1,396.3,5,99.075,Female,No,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0-12
0,1,1,0,1,72,86.6,6350.5,7,88.20138888888889,Female,No,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),49-72
0,0,1,1,1,25,94.7,2362.1,4,94.484,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),25-48
0,1,1,0,1,44,77.55,3471.1,5,78.88863636363637,Female,No,Yes,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,25-48
0,1,1,1,0,5,75.15,392.65,5,78.53,Male,No,No,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),0-12
0,0,0,1,1,33,44.55,1462.6,1,44.32121212121212,Male,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25-48
0,1,0,1,0,1,49.9,49.9,2,49.9,Male,No,Yes,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0-12
0,0,1,1,0,14,92.9,1337.45,3,95.53214285714286,Male,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,13-24
0,0,0,1,0,20,20.35,442.6,1,22.130000000000003,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,13-24
0,1,1,1,0,8,66.7,579.0,4,72.375,Male,No,No,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0-12
0,1,0,1,0,3,29.8,94.4,1,31.46666666666667,Male,Yes,No,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),0-12
0,0,0,0,1,67,19.4,1284.2,1,19.16716417910448,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),49-72
0,1,1,0,1,72,87.55,6463.15,8,89.76597222222222,Male,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),49-72
1,0,0,1,0,1,71.15,71.15,1,71.15,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-12
0,1,1,1,1,40,71.35,2847.2,5,71.17999999999999,Female,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,25-48
0,0,0,0,1,60,23.95,1506.4,2,25.10666666666667,Male,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),49-72
0,0,1,1,1,56,44.85,2564.95,2,45.802678571428565,Female,No,No,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),49-72
0,1,0,0,1,24,83.15,2033.05,4,84.71041666666666,Female,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),13-24
0,1,1,0,1,72,68.4,4855.35,5,67.43541666666667,Male,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),49-72
0,0,0,0,0,12,19.8,202.25,1,16.854166666666668,Male,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0-12
0,1,1,0,1,52,44.25,2276.1,3,43.771153846153844,Male,Yes,Yes,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),49-72
0,0,0,1,0,4,25.15,99.95,0,24.9875,Female,Yes,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-12
0,1,0,1,0,6,49.15,295.65,2,49.275,Male,Yes,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-12
0,1,1,1,0,6,47.95,305.1,3,50.85,Female,No,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0-12
1,1,1,0,1,66,110.9,7432.05,7,112.60681818181818,Male,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),49-72
0,0,0,0,1,71,19.45,1378.45,1,19.414788732394367,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,49-72
0,0,0,0,0,12,19.8,229.6,1,19.133333333333333,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0-12
0,0,0,1,0,3,74.4,229.55,2,76.51666666666667,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-12
0,1,0,1,0,13,56.0,764.55,3,58.81153846153846,Female,No,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,13-24
0,1,1,0,1,53,104.05,5566.4,7,105.02641509433961,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49-72
0,0,0,0,0,11,20.05,237.7,1,21.60909090909091,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0-12
0,0,1,1,0,13,85.95,1215.65,3,93.51153846153846,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,13-24
0,0,0,0,0,11,25.2,245.15,2,22.286363636363635,Female,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,0-12
0,1,1,1,0,12,99.7,1238.45,6,103.20416666666667,Female,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0-12
0,0,0,0,1,33,20.1,620.55,1,18.804545454545455,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25-48
0,0,0,0,1,63,19.35,1263.85,1,20.06111111111111,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,49-72
0,1,0,1,0,13,73.75,956.65,2,73.58846153846153,Male,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),13-24
0,1,0,1,0,18,55.2,1058.1,3,58.78333333333333,Male,No,No,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),13-24
1,1,0,1,0,6,74.4,434.1,2,72.35000000000001,Female,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,0-12
1,0,1,1,1,46,80.4,3605.2,2,78.37391304347825,Male,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,25-48
0,1,0,1,0,10,79.85,887.35,3,88.735,Male,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,0-12
0,0,0,1,1,34,70.0,2416.1,1,71.06176470588235,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25-48
1,0,0,0,1,67,25.1,1672.15,2,24.957462686567165,Male,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),49-72
0,1,1,1,0,4,74.4,299.7,5,74.925,Male,No,No,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0-12
0,1,1,0,0,20,68.7,1416.2,5,70.81,Male,No,No,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,13-24
0,0,0,1,0,1,70.0,70.0,1,70.0,Male,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0-12
0,0,0,1,0,1,20.5,20.5,1,20.5,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-12
0,1,0,1,0,14,75.35,1025.95,2,73.28214285714286,Female,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,13-24
0,1,0,1,1,46,84.8,3958.85,4,86.06195652173913,Female,No,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),25-48
0,1,1,1,0,14,69.2,944.65,5,67.475,Male,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,13-24
0,0,0,1,0,8,19.2,156.85,1,19.60625,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-12
0,0,0,1,0,8,45.15,438.4,1,54.8,Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0-12
0,1,1,1,1,36,94.7,3512.5,4,97.56944444444444,Male,No,Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,25-48
1,1,0,1,0,5,79.9,343.95,3,68.78999999999999,Male,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0-12
0,1,0,1,0,22,51.1,1232.9,2,56.040909090909096,Male,Yes,Yes,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,13-24
0,1,0,0,1,42,33.55,1445.3,2,34.41190476190476,Female,Yes,No,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,25-48
0,0,0,1,0,6,19.55,122.9,1,20.483333333333334,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-12
1,1,1,1,1,26,85.8,2193.65,3,84.37115384615385,Female,No,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),25-48
0,1,1,1,1,57,39.3,2111.45,2,37.04298245614035,Male,No,No,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,49-72
0,1,1,0,1,42,80.45,3375.9,6,80.37857142857143,Male,Yes,No,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),25-48
0,0,1,1,0,1,79.65,79.65,2,79.65,Female,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0-12
1,1,1,1,0,16,91.55,1540.05,4,96.253125,Male,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,13-24
0,1,1,1,0,18,95.05,1679.4,5,93.30000000000001,Female,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),13-24
1,1,1,1,0,22,69.75,1545.4,5,70.24545454545455,Female,No,No,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,13-24
0,0,0,0,1,56,24.45,1385.85,2,24.74732142857143,Female,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,49-72
0,1,1,1,0,4,68.65,261.25,4,65.3125,Female,No,No,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0-12
1,0,0,0,1,26,19.3,504.2,1,19.392307692307693,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25-48
1,1,1,1,1,34,56.25,1765.95,4,51.93970588235294,Female,No,No,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,25-48
0,1,0,1,1,26,49.15,1237.3,2,47.58846153846154,Male,No,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),25-48
0,0,0,1,1,26,69.05,1815.65,1,69.83269230769231,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25-48
0,1,1,1,1,32,101.35,3334.9,5,104.215625,Female,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,25-48
0,1,0,1,0,4,84.8,371.9,4,92.975,Male,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0-12
0,1,0,1,0,1,74.0,74.0,2,74.0,Male,No,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,0-12
1,1,1,1,0,7,84.35,609.65,3,87.09285714285714,Female,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0-12
0,0,0,0,1,53,20.8,1021.8,1,19.279245283018867,Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),49-72
0,1,0,1,0,3,30.4,82.15,1,27.383333333333336,Male,No,No,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,0-12
0,0,0,0,1,67,19.95,1311.75,1,19.578358208955223,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),49-72
0,0,1,1,1,50,95.7,4729.75,4,94.595,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49-72
0,0,0,1,0,1,19.65,19.65,1,19.65,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-12
0,0,0,1,0,9,20.25,186.15,1,20.683333333333334,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-12
0,0,0,1,0,2,44.6,80.55,1,40.275,Female,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0-12
1,0,0,1,0,1,25.25,25.25,0,25.25,Female,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0-12
0,1,1,0,1,43,104.3,4451.85,6,103.53139534883722,Male,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),25-48
0,1,1,0,1,70,48.4,3442.8,4,49.182857142857145,Male,No,No,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),49-72
1,0,0,0,1,71,19.8,1388.45,1,19.555633802816903,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),49-72
0,1,1,1,1,44,92.95,4122.9,4,93.70227272727271,Male,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),25-48
0,0,0,1,0,2,70.7,140.7,1,70.35,Male,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0-12
0,1,0,1,0,4,77.95,305.55,3,76.3875,Female,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0-12
0,1,0,1,0,3,55.1,154.65,3,51.550000000000004,Female,No,Yes,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,0-12
1,1,0,1,1,28,64.45,1867.6,5,66.7,Female,No,No,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),25-48
0,1,0,1,1,29,75.3,2263.4,2,78.04827586206896,Male,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),25-48
1,0,0,1,0,1,70.05,70.05,1,70.05,Male,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-12
1,1,1,1,0,9,99.45,919.4,5,102.15555555555555,Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0-12
0,1,1,0,1,71,108.05,7532.15,7,106.08661971830985,Male,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,49-72
0,1,1,0,1,41,73.0,3001.2,5,73.19999999999999,Male,Yes,No,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,25-48
0,1,1,0,1,56,100.3,5614.45,5,100.25803571428571,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),49-72
1,0,0,1,0,1,25.7,25.7,0,25.7,Female,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0-12
0,1,0,0,1,52,39.1,1982.1,3,38.11730769230769,Female,No,No,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,49-72
0,1,1,1,1,67,102.95,6886.25,6,102.77985074626865,Female,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),49-72
0,0,0,0,1,29,19.4,554.25,1,19.112068965517242,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25-48
0,1,1,0,1,42,67.7,2882.25,5,68.625,Female,No,No,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,25-48
0,1,0,1,0,16,50.15,762.25,2,47.640625,Female,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,13-24
0,1,0,1,0,14,31.1,419.7,1,29.978571428571428,Male,No,No,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,13-24
1,1,0,1,0,18,74.7,1294.6,2,71.92222222222222,Female,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,13-24
1,1,1,1,0,12,99.45,1200.15,5,100.0125,Male,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0-12
0,0,0,0,1,39,19.9,791.15,1,20.285897435897436,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25-48
0,0,0,1,1,32,69.75,2347.9,1,73.371875,Male,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25-48
0,1,0,0,1,62,43.7,2618.3,4,42.230645161290326,Male,No,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),49-72
0,0,0,1,0,1,20.95,20.95,1,20.95,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0-12
1,1,1,0,1,45,62.7,2791.5,4,62.03333333333333,Male,No,No,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),25-48
0,1,0,1,0,16,80.55,1248.9,3,78.05625,Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,13-24
0,0,1,1,0,1,62.8,62.8,3,62.8,Male,No,No,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,0-12
0,1,1,0,1,72,92.0,6782.15,8,94.19652777777777,Male,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),49-72
0,0,1,1,0,3,35.15,99.75,1,33.25,Male,Yes,No,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0-12
0,1,0,0,1,29,58.0,1734.5,4,59.810344827586206,Female,No,No,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),25-48
0,0,0,0,0,15,19.65,332.65,1,22.176666666666666,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,13-24
1,1,1,0,1,68,107.15,7379.8,6,108.5264705882353,Male,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),49-72
0,1,1,0,0,0,56.05,0.0,5,56.05,Female,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),0-12
1,0,1,1,0,22,85.35,1961.6,3,89.16363636363636,Female,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),13-24
0,0,1,1,0,1,84.5,84.5,3,84.5,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,0-12
0,1,1,0,1,45,73.55,3349.1,5,74.42444444444445,Female,No,No,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,25-48
0,0,1,1,1,26,88.8,2274.35,3,87.475,Female,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),25-48
0,1,1,0,1,72,91.95,6614.9,8,91.8736111111111,Male,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),49-72
0,1,1,0,1,67,111.3,7567.2,7,112.94328358208955,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),49-72
0,1,1,1,0,10,95.25,1021.55,5,102.155,Male,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0-12
0,0,1,1,0,1,89.9,89.9,3,89.9,Male,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0-12
0,1,0,1,1,51,30.05,1529.45,1,29.98921568627451,Male,Yes,No,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49-72
0,0,1,1,0,1,93.3,93.3,4,93.3,Male,No,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0-12
0,0,0,0,1,56,25.15,1327.15,2,23.699107142857144,Male,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),49-72
0,1,1,0,1,72,95.9,6954.15,5,96.58541666666666,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),49-72
0,0,0,1,0,10,24.0,226.55,2,22.655,Male,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,0-12
0,0,0,0,0,22,20.3,475.1,1,21.595454545454547,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,13-24
0,0,0,1,0,5,20.55,96.1,1,19.22,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0-12
1,0,0,1,1,30,77.9,2351.45,2,78.38166666666666,Male,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,25-48
0,1,1,0,1,44,53.95,2375.4,4,53.98636363636364,Male,No,No,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,25-48
0,1,1,1,0,18,101.3,1794.65,5,99.70277777777778,Male,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),13-24
1,0,0,1,0,2,44.3,89.3,1,44.65,Female,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-12
0,1,1,0,1,54,44.1,2369.7,3,43.88333333333333,Female,No,No,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),49-72
